problem_idx,ground_truth,n_samples,n_correct,accuracy
1089,32,32,2,0.0625
1090,72,32,29,0.90625
1091,1000,32,31,0.96875
1092,1080,32,20,0.625
1093,144,32,22,0.6875
1094,25,32,0,0.0
1095,270,32,30,0.9375
1096,240,32,5,0.15625
1097,480,32,18,0.5625
1098,30,32,32,1.0
1099,2,32,31,0.96875
1100,5,32,32,1.0
1101,16,32,32,1.0
1102,113,32,1,0.03125
1103,90,32,15,0.46875
1104,24,32,32,1.0
1105,40,32,4,0.125
1106,5,32,31,0.96875
1107,360,32,29,0.90625
1108,38,32,30,0.9375
1109,3,32,32,1.0
1110,60,32,4,0.125
1111,157,32,29,0.90625
1112,5,32,24,0.75
1113,-3,32,28,0.875
1114,8,32,30,0.9375
1115,5,32,13,0.40625
1116,60,32,32,1.0
1117,9,32,30,0.9375
1118,5,32,14,0.4375
1119,18,32,8,0.25
1120,560,32,8,0.25
1121,35,32,28,0.875
1122,18,32,1,0.03125
1123,105,32,23,0.71875
1124,64,32,2,0.0625
1125,90,32,16,0.5
1126,50,32,31,0.96875
1127,750,32,32,1.0
1128,9,32,28,0.875
1129,8,32,8,0.25
1130,25,32,30,0.9375
1131,96,32,29,0.90625
1132,45000,32,5,0.15625
1133,50,32,5,0.15625
1134,7,32,18,0.5625
1135,32,32,32,1.0
1136,26,32,29,0.90625
1137,68,32,0,0.0
1138,700,32,25,0.78125
1139,1,32,0,0.0
1140,27,32,0,0.0
1141,20,32,32,1.0
1142,9,32,26,0.8125
1143,300,32,32,1.0
1144,34,32,27,0.84375
1145,291,32,0,0.0
1146,16,32,3,0.09375
1147,22,32,26,0.8125
1148,9,32,32,1.0
1149,93,32,28,0.875
1150,21,32,32,1.0
1151,50,32,27,0.84375
1152,12,32,31,0.96875
1153,20,32,26,0.8125
1154,30,32,29,0.90625
1155,13,32,32,1.0
1156,120,32,29,0.90625
1157,3,32,30,0.9375
1158,7300,32,1,0.03125
1159,50,32,7,0.21875
1160,1125,32,17,0.53125
1161,170,32,1,0.03125
1162,3,32,32,1.0
1163,12,32,25,0.78125
1164,9,32,7,0.21875
1165,1248,32,1,0.03125
1166,2350,32,1,0.03125
1167,120,32,27,0.84375
1168,20,32,20,0.625
1169,2,32,20,0.625
1170,2,32,6,0.1875
1171,3160,32,28,0.875
1172,93,32,31,0.96875
1173,10,32,0,0.0
1174,240,32,0,0.0
1175,16,32,7,0.21875
1176,2,32,2,0.0625
1177,17,32,31,0.96875
1178,17,32,31,0.96875
1179,50,32,1,0.03125
1180,5600,32,7,0.21875
1181,20,32,4,0.125
1182,1800,32,11,0.34375
1183,11,32,0,0.0
1184,306,32,25,0.78125
1185,6,32,6,0.1875
1186,19,32,30,0.9375
1187,5,32,1,0.03125
1188,24,32,8,0.25
1189,6,32,30,0.9375
1190,19,32,0,0.0
1191,100,32,26,0.8125
1192,280,32,9,0.28125
1193,9,32,3,0.09375
1194,1200,32,29,0.90625
1195,320,32,0,0.0
1196,75,32,27,0.84375
1197,2400,32,30,0.9375
1198,140,32,22,0.6875
1199,2,32,1,0.03125
1200,8,32,25,0.78125
1201,42,32,6,0.1875
1202,19,32,1,0.03125
1203,240,32,6,0.1875
1204,168,32,16,0.5
1205,4,32,32,1.0
1206,40000,32,0,0.0
1207,64,32,25,0.78125
1208,27,32,27,0.84375
1209,29,32,31,0.96875
1210,288,32,32,1.0
1211,448,32,26,0.8125
1212,150,32,22,0.6875
1213,31,32,5,0.15625
1214,5,32,5,0.15625
1215,36,32,2,0.0625
1216,20,32,3,0.09375
1217,75,32,0,0.0
1218,225,32,5,0.15625
1219,100,32,18,0.5625
1220,32,32,31,0.96875
1221,10,32,31,0.96875
1222,350,32,32,1.0
1223,8,32,8,0.25
1224,5,32,32,1.0
1225,3,32,26,0.8125
1226,90,32,4,0.125
1227,66,32,1,0.03125
1228,31,32,32,1.0
1229,36,32,27,0.84375
1230,440,32,32,1.0
1231,70,32,21,0.65625
1232,15,32,31,0.96875
1233,81,32,30,0.9375
1234,12,32,6,0.1875
1235,60,32,18,0.5625
1236,84,32,10,0.3125
1237,78,32,13,0.40625
1238,520,32,17,0.53125
1239,50,32,6,0.1875
1240,2,32,1,0.03125
1241,8,32,6,0.1875
1242,20,32,27,0.84375
1243,50,32,29,0.90625
1244,35,32,2,0.0625
1245,96,32,29,0.90625
1246,3360,32,23,0.71875
1247,7,32,12,0.375
1248,750,32,1,0.03125
1249,56,32,9,0.28125
1250,22,32,31,0.96875
1251,30,32,6,0.1875
1252,70,32,25,0.78125
1253,120,32,29,0.90625
1254,30,32,26,0.8125
1255,12,32,29,0.90625
1256,15,32,30,0.9375
1257,14,32,24,0.75
1258,60,32,1,0.03125
1259,7200,32,6,0.1875
1260,5,32,26,0.8125
1261,235,32,23,0.71875
1262,12,32,31,0.96875
1263,500,32,1,0.03125
1264,210,32,0,0.0
1265,36,32,3,0.09375
1266,147,32,21,0.65625
1267,40,32,29,0.90625
1268,20,32,32,1.0
1269,54,32,11,0.34375
1270,3528,32,8,0.25
1271,43,32,23,0.71875
1272,296,32,32,1.0
1273,27,32,7,0.21875
1274,38,32,27,0.84375
1275,16,32,30,0.9375
1276,70,32,28,0.875
1277,48,32,30,0.9375
1278,665,32,30,0.9375
1279,180,32,0,0.0
1280,7,32,31,0.96875
1281,20,32,31,0.96875
1282,12,32,25,0.78125
1283,60,32,23,0.71875
1284,25,32,10,0.3125
1285,1218,32,7,0.21875
1286,105,32,32,1.0
1287,84,32,14,0.4375
1288,34,32,2,0.0625
1289,101,32,28,0.875
1290,90,32,31,0.96875
1291,27,32,30,0.9375
1292,67,32,21,0.65625
1293,140000,32,0,0.0
1294,36,32,0,0.0
1295,2,32,5,0.15625
1296,335,32,32,1.0
1297,60,32,21,0.65625
1298,31,32,10,0.3125
1299,13,32,13,0.40625
1300,120,32,20,0.625
1301,23,32,7,0.21875
1302,72,32,29,0.90625
1303,4,32,0,0.0
1304,1000,32,32,1.0
1305,2325,32,23,0.71875
1306,2,32,11,0.34375
1307,8,32,32,1.0
1308,30,32,29,0.90625
1309,2280,32,0,0.0
1310,64,32,2,0.0625
1311,594,32,22,0.6875
1312,180,32,15,0.46875
1313,2,32,4,0.125
1314,8,32,0,0.0
1315,5,32,31,0.96875
1316,230,32,9,0.28125
1317,5,32,27,0.84375
1318,14,32,28,0.875
